CRN,Course #,Sc,Title,Attribute,Units,CAP,Enr,Instructor,Days,Times,Room,Comments/Prereq.,Perm Only
30465,SCRN 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
30112,SOC 010,1,INTRODUCTION TO SOCIOLOGY,,1.00,35,36,Jack Delehanty,MW,12:00 PM - 01:15 PM,JC218,,N
34047,SOC 110,1,SOCIOLOGY OF GENDER,,1.00,30,29,Matthew Gregory,TR,10:25 AM - 11:40 AM,JC220,,N
30901,SOC 201,1,CLASSICAL SOCIOLOGICAL THEORY,,1.00,30,25,Joseph Guzman,MW,12:00 PM - 01:15 PM,JC106,P=SOC 010 OR 012,N
33013,SOC 202,1,SOCIAL RESEARCH PROCESS,FA,1.00,25,25,Deborah Merrill,MR,02:50 PM - 04:05 PM,JC103,P=ANY SOC COURSE; NOT OPEN TO SENIORS,N
34049,SOC 220,1,SP TP:SOCIOLOGY OF PEACE & WAR,GP,1.00,30,22,Matthew Gregory,TR,04:15 PM - 05:30 PM,JC220,,N
34268,SOC 220,2,SP TP:SOC OF POPULAR CULTURE,GP,1.00,30,18,Ellie Beargeon,"R

T","04:15 PM - 05:30 PM

04:15 PM - 05:30 PM","ONLINE

JF133",,N
33954,SOC 225,1,RELIGION AND SOCIETY,VP,1.00,30,32,Jack Delehanty,TF,01:25 PM - 02:40 PM,TC112,,N
32382,SOC 241,1,SOCIOLOGY OF MEDICINE,,1.00,30,30,Deborah Merrill,MR,01:25 PM - 02:40 PM,JC118,"SOPH, JRS & SRS ONLY",N
34046,SOC 262,1,LAW AND SOCIETY,,1.00,30,30,Joseph Guzman,MW,04:15 PM - 05:30 PM,JC120,,N
34048,SOC 263,1,DEVIANCE,,1.00,30,27,Matthew Gregory,TR,09:00 AM - 10:15 AM,JC220,P=SOC 010 OR 012,N
33018,SOC 284,1,COMM & HLTH:NP GRANT WRITING,POP,1.00,16,14,Rosalie Torres Stone,F,09:00 AM - 11:50 AM,ASEC303,P=SOC 208 & SOC 202 OR PSCI 107 OR GEOG 141 OR PERM; OR (PSYC 105 & 109 WITH PERM),N
30570,SOC 297,1,HONORS,,2.00,5,1,Shelly Tenenbaum,-,-,-,,Y
30403,SOC 298,0,INTERNSHIP,,1.00,0,0,,-,-,-,CONTACT CAREER SERVICES TO ARRANGE; GRADED PASS/FAIL,Y
30466,SOC 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
30828,SPAN 103,1,ELEMENTARY SPANISH INTENSIVE,LP,1.00,19,19,Elizabeth O'Connell-Inman,"TR

W","09:00 AM - 10:15 AM

04:00 PM - 04:50 PM","BP217

ES303",P=1 OR 2 YRS PREVIOUS SPAN; SRS BY PERM,N
30230,SPAN 105,1,INTERMEDIATE SPANISH I,LP,1.00,19,19,Maria Acosta Cruz,"W

MR","04:00 PM - 04:50 PM

02:50 PM - 04:05 PM","ES402

ES303",P=SPAN 103 OR 3 YRS SPANISH; SRS BY PERM,N
30886,SPAN 105,2,INTERMEDIATE SPANISH I,LP,1.00,19,12,Belen Atienza,"TF

R","12:00 PM - 01:15 PM

04:00 PM - 04:50 PM","ES402

BP326",P=SPAN 103 OR 3 YRS SPANISH; SRS BY PERM,N
30234,SPAN 106,1,INTERMEDIATE SPANISH II,LP,1.00,19,17,Marcela Otalora,"TR

W","10:25 AM - 11:40 AM

04:00 PM - 04:50 PM","ES414

BP326",P=SPAN 105 OR 4 YRS SPAN; SRS BY PERM,N
30644,SPAN 106,2,INTERMEDIATE SPANISH II,LP,1.00,19,9,Marcela Otalora,"MR

W","01:25 PM - 02:40 PM

05:00 PM - 05:50 PM","ES402

ES303",P=SPAN 105 OR 4 YRS SPAN; SRS BY PERM,N
30235,SPAN 127,1,PRACTICE ORAL & WRITTEN SPAN,LP,1.00,19,9,Dolores Juan-Moreno,"TR

W","10:25 AM - 11:40 AM

04:00 PM - 04:50 PM","ES402

ES414",P=SPAN 106 OR 5+ YRS SPAN; SRS BY PERM,N
31157,SPAN 132,1,ANALYZING STORIES & POEMS,"DI

LP",1.00,19,18,Juan Pablo Rivera,TF,12:00 PM - 01:15 PM,ES414,P=SPAN 127 OR PERM; NATIVE SPEAKERS WELCOME,N
32438,SPAN 133,1,HISP CULTURES:CULTURAL STUDIES,"DI

LP",1.00,19,11,Marcela Otalora,MR,02:50 PM - 04:05 PM,ES402,"P=SPAN 131, 132 OR PERM; RECOMMENDED FOR MAJORS; NATIVE SPEAKERS WELCOME",N
33894,SPAN 140,1,SPANISH DRAMATIC EXPRESSION,LP,1.00,19,7,Belen Atienza,TF,01:25 PM - 02:40 PM,ES303,P=SPAN 131 OR 132 OR 133 OR 4-5 YEARS OF SPANISH OR NATIVE SPEAKERS,N
33146,SPAN 200,1,AFRO-LATINX CULTURES IN AMER,"DI

GP

POP",1.00,19,18,Eduard Arriaga-Arango,TR,10:25 AM - 11:40 AM,JC217,"P=SPAN 131, 132 OR PERM; RECOMMENDED FOR MAJORS; NATIVE SPEAKERS WELCOME",N
33895,SPAN 205,1,SPAN COMMUNITY INTERNSHIP,"DI

LP

POP",1.00,19,5,Dolores Juan-Moreno,M,09:00 AM - 11:50 AM,ES402,P=SPAN 131 OR HIGHER OR NATIVE SPEAKERS,N
30596,SPAN 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
33793,SSJ 30101,1,"POLITICL ECON FOOD,ETHIC EAT'G",,1.00,18,12,Ken MacLean,M,09:00 AM - 11:50 AM,LIBR,,N
33798,SSJ 30107,1,FORCED MIGRATION & THE CITY,,1.00,15,8,Manya Kagan,-,-,ONLINE,,N
33799,SSJ 30113,1,FARM'G FOR MLTISPECIES JUSTICE,,1.00,15,10,Jude Fernando,F,01:25 PM - 04:25 PM,GRAN,$50 LAB FEE,N
33905,SSJ 30152,1,"PLANTS, PEOPLE, AND FUNGI",,1.00,36,39,"David Hibbett, Morgan Ruelle",MW,12:00 PM - 01:15 PM,JC120,,N
33906,SSJ 30180,1,PRINC & ETHICS IN COMM ENGMNT,,0.50,60,53,Margaret Post,W,04:15 PM - 05:30 PM,JC001,GRADED PASS/FAIL,N
33794,SSJ 30203,1,COMMUNITY PROGRAM EVAL,,1.00,18,17,Julia Karpicz,M,06:00 PM - 09:00 PM,S223,,N
33687,SSJ 30213,1,MASTER'S FINAL RSRCH REQRMNT,,Var,10,0,David Bell,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33697,SSJ 30213,2,MASTER'S FINAL RSRCH REQRMNT,,Var,10,0,Ramon Borges-Mendez,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33713,SSJ 30213,3,MASTER'S FINAL RSRCH REQRMNT,,Var,10,0,Nigel Brissett,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33714,SSJ 30213,4,MASTER'S FINAL RSRCH REQRMNT,,Var,10,0,Cynthia Caron,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33715,SSJ 30213,5,MASTER'S FINAL RSRCH REQRMNT,,Var,10,0,Timothy Downs,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33716,SSJ 30213,6,MASTER'S FINAL RSRCH REQRMNT,,Var,10,2,Anita Fabos,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33717,SSJ 30213,7,MASTER'S FINAL RSRCH REQRMNT,,Var,10,0,Jude Fernando,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33718,SSJ 30213,8,MASTER'S FINAL RSRCH REQRMNT,,Var,10,0,Ellen Foley,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33719,SSJ 30213,9,MASTER'S FINAL RSRCH REQRMNT,,Var,10,0,Ken MacLean,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33720,SSJ 30213,10,MASTER'S FINAL RSRCH REQRMNT,,Var,10,0,Margaret Post,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33721,SSJ 30213,11,MASTER'S FINAL RSRCH REQRMNT,,Var,10,0,Laurie Ross,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33724,SSJ 30213,12,MASTER'S FINAL RSRCH REQRMNT,,Var,10,1,Morgan Ruelle,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33725,SSJ 30213,13,MASTER'S FINAL RSRCH REQRMNT,,Var,10,0,Mark Davidson,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33726,SSJ 30213,14,MASTER'S FINAL RSRCH REQRMNT,,Var,10,0,Cynthia Enloe,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33727,SSJ 30213,15,MASTER'S FINAL RSRCH REQRMNT,,Var,10,0,Lyndon Estes,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33728,SSJ 30213,16,MASTER'S FINAL RSRCH REQRMNT,,Var,10,0,Abby Frazier,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33729,SSJ 30213,17,MASTER'S FINAL RSRCH REQRMNT,,Var,10,0,Denise Humphreys Bebbington,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33730,SSJ 30213,18,MASTER'S FINAL RSRCH REQRMNT,,Var,10,1,Dominik Kulakowski,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33731,SSJ 30213,19,MASTER'S FINAL RSRCH REQRMNT,,Var,10,0,Ken MacLean,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33732,SSJ 30213,20,MASTER'S FINAL RSRCH REQRMNT,,Var,10,0,Deborah Martin,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33733,SSJ 30213,21,MASTER'S FINAL RSRCH REQRMNT,,Var,10,0,James Murphy,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33734,SSJ 30213,22,MASTER'S FINAL RSRCH REQRMNT,,Var,10,0,Will O'Brien,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33735,SSJ 30213,23,MASTER'S FINAL RSRCH REQRMNT,,Var,10,2,Yelena Ogneva-Himmelberger,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33736,SSJ 30213,24,MASTER'S FINAL RSRCH REQRMNT,,Var,10,0,Robert Pontius,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33737,SSJ 30213,25,MASTER'S FINAL RSRCH REQRMNT,,Var,10,0,John Rogan,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33738,SSJ 30213,26,MASTER'S FINAL RSRCH REQRMNT,,Var,10,0,Jennifer Safford-Farquharson,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33739,SSJ 30213,27,MASTER'S FINAL RSRCH REQRMNT,,Var,10,0,Florencia Sangermano,-,-,-,CHOOSE EITHER .5 OR 1 UNIT,Y
33909,SSJ 30240,1,COMMUNITY PLANNING STUDIO,,1.00,15,6,Ramon Borges-Mendez,M,02:50 PM - 05:50 PM,GRAN,$500 LAB FEE,N
33910,SSJ 30291,1,QUALITATIVE RESEARCH METHODS,,1.00,15,12,Cynthia Caron,W,09:00 AM - 11:50 AM,GRAN,,N
33796,SSJ 30297,1,REFUGEES/FORCED MIG & BELONG,,1.00,15,17,Anita Fabos,F,09:00 AM - 11:50 AM,CONF D,,N
33787,SSJ 30334,1,SP TP:SPECTACULAR VIOLENCE,,1.00,15,6,Ken MacLean,F,09:00 AM - 11:50 AM,LIBR,,N
33847,SSJ 306,1,"ENVIRO KNOW, GOV&JUSTICE STD",,1.00,15,9,Ravi Hanumantha,MR,01:25 PM - 02:40 PM,GRAN,,N
33884,SSJ 309,1,POLICY ANALYSIS,,1.00,15,15,Margaret Post,W,09:00 AM - 11:50 AM,ASEC303,,N
33886,SSJ 310,1,INTRO TO GEOGRAPHIC INFO SCI,,1.00,20,13,Yelena Ogneva-Himmelberger,"F

MR","10:25 AM - 11:40 AM

01:25 PM - 02:40 PM","MACD205

MACD205",,N
33885,SSJ 31118,1,NON PROFIT RESOURCE DVLPMNT,,1.00,18,19,Dorothy Swope,F,09:00 AM - 11:50 AM,MACD103,,N
33899,SSJ 31119,1,INTERSECTION'L JUSTICE MVMNTS,,0.50,14,14,Cynthia Caron,F,09:00 AM - 11:50 AM,GRAN,1ST MOD JAN. 13-FEB. 28; ES&P AND SFS STUDENTS ONLY,N
33900,SSJ 31218,1,ENVIRO GOVERNANCE & JUSTICE,,1.00,15,16,Eman Lasheen,T,02:50 PM - 05:50 PM,GRAN,,N
33791,SSJ 314,1,EDUC & YOUTH IN GLOBAL CONTEXT,,1.00,18,19,David Bell,R,09:00 AM - 11:50 AM,JF133,,N
33797,SSJ 328,1,FOOD SECURITY & CLIMATE CHANGE,,1.00,18,16,Morgan Ruelle,T,02:50 PM - 05:50 PM,CONF D,,N
33786,SSJ 332,1,SUSTNBLE DEV ASSESS & PLAN,,1.00,18,17,Ravi Hanumantha,TR,09:00 AM - 10:15 AM,BP220,,N
33901,SSJ 340,1,FUNDAMENTALS OF YOUTH WORK,,1.00,22,22,Jennifer Safford-Farquharson,M,09:00 AM - 11:50 AM,OFFCAM,,N
33907,SSJ 361,1,PROJECT MGMT FOR SOCIAL CHANGE,,1.00,18,20,David Bell,M,02:50 PM - 05:50 PM,S321,,N
33789,SSJ 365,1,"CITIES,REGNS,CLMT CHNG & HLTH",,1.00,18,17,Ravi Hanumantha,R,02:50 PM - 05:50 PM,B124,,N
33902,SSJ 376,1,SPATIAL DATABASE DVLP IN PRAC,,1.00,20,6,Yanan Wu,"MF

T","10:25 AM - 11:40 AM

02:50 PM - 04:40 PM","BP310

JC105",P=IDCE/SSJ 310 OR 388; GIS ONLY,N
33903,SSJ 388,1,ADVANCED VECTOR GIS,,1.00,20,28,Yelena Ogneva-Himmelberger,"TR

F","10:25 AM - 11:40 AM

12:00 PM - 01:15 PM","JC105

JC103",P=IDCE/SSJ 310; GIS ONLY,N
33688,SSJ 397,1,MASTER'S THESIS,,1.00,10,0,David Bell,-,-,-,,Y
33696,SSJ 397,2,MASTER'S THESIS,,1.00,10,2,Morgan Ruelle,-,-,-,,Y
33700,SSJ 397,3,MASTER'S THESIS,,1.00,10,0,Anita Fabos,-,-,-,,Y
33702,SSJ 397,4,MASTER'S THESIS,,1.00,10,0,Karen Frey,-,-,-,,Y
33703,SSJ 397,5,MASTER'S THESIS,,1.00,10,0,Ramon Borges-Mendez,-,-,-,,Y
33704,SSJ 397,6,MASTER'S THESIS,,1.00,10,0,Nigel Brissett,-,-,-,,Y
33705,SSJ 397,7,MASTER'S THESIS,,1.00,10,0,Cynthia Caron,-,-,-,,Y
33706,SSJ 397,8,MASTER'S THESIS,,1.00,10,0,Timothy Downs,-,-,-,,Y
33707,SSJ 397,9,MASTER'S THESIS,,1.00,10,0,Jude Fernando,-,-,-,,Y
33708,SSJ 397,10,MASTER'S THESIS,,1.00,10,0,Ellen Foley,-,-,-,,Y
33709,SSJ 397,11,MASTER'S THESIS,,1.00,10,0,Ken MacLean,-,-,-,,Y
33710,SSJ 397,12,MASTER'S THESIS,,1.00,10,0,Margaret Post,-,-,-,,Y
33712,SSJ 397,13,MASTER'S THESIS,,1.00,10,0,Laurie Ross,-,-,-,,Y
34117,SSJ 397,14,MASTER'S THESIS,,1.00,10,1,Ravi Hanumantha,-,-,-,,Y
34198,SSJ 397,15,MASTER'S THESIS,,1.00,10,1,Eman Lasheen,-,-,-,,Y
33689,SSJ 398,1,INTERNSHIP,,Var,10,0,Timothy Downs,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
33699,SSJ 398,2,INTERNSHIP,,Var,10,5,Jennifer Safford-Farquharson,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
33740,SSJ 398,3,INTERNSHIP,,Var,10,0,Morgan Ruelle,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
33741,SSJ 398,4,INTERNSHIP,,Var,10,0,Margaret Post,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
33742,SSJ 398,5,INTERNSHIP,,Var,10,0,Ellen Foley,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
33743,SSJ 398,6,INTERNSHIP,,Var,10,0,Lyndon Estes,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
33744,SSJ 398,7,INTERNSHIP,,Var,10,2,Ramon Borges-Mendez,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
33745,SSJ 398,8,INTERNSHIP,,Var,10,3,Laurie Ross,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
33746,SSJ 398,9,INTERNSHIP,,Var,10,0,Cynthia Caron,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
33747,SSJ 398,10,INTERNSHIP,,Var,10,0,Nigel Brissett,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
33748,SSJ 398,11,INTERNSHIP,,Var,10,0,Jude Fernando,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
33749,SSJ 398,12,INTERNSHIP,,Var,10,1,Yelena Ogneva-Himmelberger,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
33750,SSJ 398,13,INTERNSHIP,,Var,10,0,John Rogan,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
33751,SSJ 398,14,INTERNSHIP,,Var,10,1,David Bell,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
33752,SSJ 398,15,INTERNSHIP,,Var,10,0,Ken MacLean,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
33753,SSJ 398,16,INTERNSHIP,,Var,10,1,Anita Fabos,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
34184,SSJ 398,17,INTERNSHIP,,Var,10,2,Eman Lasheen,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
33788,SSJ 399,0,DIRECTED STUDY,,Var,0,0,,,,,CONTACT A FACULTY MEMBER TO ARRANGE,Y
31895,TA 109,1,CONTEMP WOMEN PLAYWRIGHTS,"VE

WE",1.00,25,16,Jessie Darrell-Jarbadan,TR,10:25 AM - 11:40 AM,LC214,P=IDND 018 OR WRIT'G PLCMNT,N
34124,TA 111,1,VOICE & DICTION,,1.00,20,12,Nicholas Tocci,MW,04:15 PM - 05:30 PM,LC214,,N
30071,TA 112,1,CREATIVE ACTOR,AP,1.00,20,19,MaryBeth Dekara,T,02:50 PM - 05:50 PM,LC202,FIRST YEAR AND SOPHOMORE STUDENTS ONLY,N
33975,TA 124,1,CRAFTING THE STAGE,,1.00,20,19,Kevin McGerigle,W,09:00 AM - 11:50 AM,LC115,,N
33976,TA 140,1,SEW'G 2:REMAKE/REUSE/REFASHION,AP,1.00,16,16,Jessie Darrell-Jarbadan,TR,09:00 AM - 10:15 AM,MACD102,,N
33977,TA 208,1,JAZZ DANCE PRACTICE & THEORY,AP,1.00,20,18,Audra Carabetta,F,01:25 PM - 04:25 PM,LC202,5 SEATS RESERVED FOR DANCE MINORS,N
33979,TA 215,1,STAGE COMBAT,AP,1.00,18,18,Michael Liebhauser,M,09:00 AM - 11:50 AM,LC202,$75 LAB FEE,N
33980,TA 226,1,ADV PROD PROJ: DEVISED WORKS,,1.00,20,5,Jessie Darrell-Jarbadan,"M

TF","09:00 AM - 11:50 AM

12:00 PM - 01:15 PM","LC214

LC214",GUEST FACULTY RODNEY WITHERSPOON,N
33981,TA 230,1,PLAYWRITING,,1.00,15,15,Gino DiIorio,T,02:50 PM - 05:50 PM,LC214,,N
33982,TA 246,1,GREAT AMER ART FORM:MUSC THTR,,1.00,20,10,Kevin McGerigle,T,06:00 PM - 09:00 PM,LC214,,N
31361,TA 290,1,THEATRE CAPSTONE,,1.00,15,6,Gino DiIorio,-,-,-,,Y
30467,TA 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
30240,UDSC 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
33754,WGS 200,1,TOPICS IN FEMINIST THEORY,GP,1.00,20,21,Danielle Hanley,MW,12:00 PM - 01:15 PM,JC204,P=WGS 110 OR PERM,N
31313,WGS 297,2,HONORS,,1.00,10,0,Kristen Williams,-,-,-,,Y
30499,WGS 298,0,INTERNSHIP,,1.00,0,0,,-,-,-,CONTACT CAREER SERVICES TO ARRANGE; GRADED PASS/FAIL,Y
30468,WGS 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
